************* Module lgeo.lgeo_city
W:145, 4: Unused variable 'lg_quality' (unused-variable)
                        width*LG_BRICK_WIDTH,
                        LG_PLATE_HEIGHT-LG_CORNER_SPACE
                    )
                ), (duplicate-code)
R:  1, 0: Similar lines in 3 files
==lgeo.include.brick.lg_2412b:562
==lgeo.include.brick.lg_3010:256
==lgeo.include.brick.lg_3022:249
            ),
            LG_CORNER_SPACE
        ),
        Difference(
            Union(
                Box( (duplicate-code)
R:  1, 0: Similar lines in 5 files
==lgeo.include.brick.lg_2412b:445
==lgeo.include.brick.lg_2412b:461
==lgeo.include.brick.lg_2412b:477
==lgeo.include.brick.lg_2412b:493
==lgeo.include.brick.lg_3022:214
                LG_PLATE_HEIGHT-LG_CORNER_SPACE
            ),
            LG_CORNER_SPACE
        ),
        Sphere(
            Vector( (duplicate-code)
R:  1, 0: Similar lines in 3 files
==lgeo.include.brick.lg_2412b:265
==lgeo.include.brick.lg_3010:45
==lgeo.include.brick.lg_3022:114
            LG_CORNER_SPACE
        ),
        Cylinder(
            Vector(
                LG_CORNER_SPACE,
                LG_CORNER_SPACE, (duplicate-code)
R:  1, 0: Similar lines in 9 files
==lgeo.include.brick.lg_2412b:302
==lgeo.include.brick.lg_2412b:315
==lgeo.include.brick.lg_2412b:328
==lgeo.include.brick.lg_2412b:354
==lgeo.include.brick.lg_2412b:380
==lgeo.include.brick.lg_2412b:406
==lgeo.include.brick.lg_2412b:432
==lgeo.include.brick.lg_2412b:509
==lgeo.include.brick.lg_3022:99
                LG_PLATE_HEIGHT-LG_CORNER_SPACE
            ),
            LG_CORNER_SPACE
        ),
        Cylinder(
            Vector( (duplicate-code)
R:  1, 0: Similar lines in 2 files
==lgeo.include.brick.lg_2412b:90
==lgeo.include.brick.lg_3022:93
            LG_CORNER_SPACE
        ),
        Sphere(
            Vector(
                LG_CORNER_SPACE,
                LG_CORNER_SPACE, (duplicate-code)
R:  1, 0: Similar lines in 3 files
==lgeo.include.brick.lg_2412b:304
==lgeo.include.brick.lg_3010:66
==lgeo.include.brick.lg_3022:59
            LG_CORNER_SPACE
        ),
        Cylinder(
            Vector(
                length*LG_BRICK_WIDTH-LG_CORNER_SPACE,
                LG_CORNER_SPACE, (duplicate-code)
R:  1, 0: Similar lines in 6 files
==lgeo.include.brick.lg_2412b:303
==lgeo.include.brick.lg_3010:175
==lgeo.include.brick.lg_3010:243
==lgeo.include.brick.lg_3010:65
==lgeo.include.brick.lg_3010:86
==lgeo.include.brick.lg_3022:223
            ),
            LG_CORNER_SPACE
        ),
        Cylinder(
            Vector(
                length*LG_BRICK_WIDTH-LG_CORNER_SPACE, (duplicate-code)
R:  1, 0: Similar lines in 9 files
==lgeo.include.brick.lg_2412b:454
==lgeo.include.brick.lg_2412b:470
==lgeo.include.brick.lg_2412b:486
==lgeo.include.brick.lg_2412b:502
==lgeo.include.brick.lg_3003:47
==lgeo.include.brick.lg_3003:68
==lgeo.include.brick.lg_3010:57
==lgeo.include.brick.lg_3010:78
==lgeo.include.brick.lg_3022:215
            ),
            LG_CORNER_SPACE
        ),
        Sphere(
            Vector(
                length*LG_BRICK_WIDTH-LG_CORNER_SPACE, (duplicate-code)
R:  1, 0: Similar lines in 10 files
==lgeo.include.brick.lg_2412b:115
==lgeo.include.brick.lg_2412b:136
==lgeo.include.brick.lg_2412b:446
==lgeo.include.brick.lg_2412b:462
==lgeo.include.brick.lg_2412b:478
==lgeo.include.brick.lg_2412b:494
==lgeo.include.brick.lg_2412b:89
==lgeo.include.brick.lg_3003:89
==lgeo.include.brick.lg_3010:99
==lgeo.include.brick.lg_3022:147
            ),
            LG_CORNER_SPACE
        ),
        Sphere(
            Vector(
                LG_CORNER_SPACE, (duplicate-code)
R:  1, 0: Similar lines in 17 files
==lgeo.include.brick.lg_2412b:123
==lgeo.include.brick.lg_2412b:277
==lgeo.include.brick.lg_2412b:290
==lgeo.include.brick.lg_2412b:342
==lgeo.include.brick.lg_2412b:368
==lgeo.include.brick.lg_2412b:394
==lgeo.include.brick.lg_2412b:420
==lgeo.include.brick.lg_2412b:523
==lgeo.include.brick.lg_2412b:549
==lgeo.include.brick.lg_3003:97
==lgeo.include.brick.lg_3010:107
==lgeo.include.brick.lg_3010:120
==lgeo.include.brick.lg_3010:141
==lgeo.include.brick.lg_3010:162
==lgeo.include.brick.lg_3022:100
==lgeo.include.brick.lg_3022:113
==lgeo.include.brick.lg_3022:155
            ),
            LG_CORNER_SPACE
        ),
        Cylinder(
            Vector(
                LG_CORNER_SPACE, (duplicate-code)
R:  1, 0: Similar lines in 11 files
==lgeo.include.brick.lg_2412b:115
==lgeo.include.brick.lg_2412b:136
==lgeo.include.brick.lg_2412b:446
==lgeo.include.brick.lg_2412b:462
==lgeo.include.brick.lg_2412b:478
==lgeo.include.brick.lg_2412b:494
==lgeo.include.brick.lg_2412b:89
==lgeo.include.brick.lg_3003:89
==lgeo.include.brick.lg_3010:133
==lgeo.include.brick.lg_3010:154
==lgeo.include.brick.lg_3022:92
            ),
            LG_CORNER_SPACE
        ),
        Sphere(
            Vector(
                LG_CORNER_SPACE, (duplicate-code)
R:  1, 0: Similar lines in 21 files
==lgeo.include.brick.lg_2412b:303
==lgeo.include.brick.lg_2412b:316
==lgeo.include.brick.lg_2412b:329
==lgeo.include.brick.lg_2412b:355
==lgeo.include.brick.lg_2412b:381
==lgeo.include.brick.lg_2412b:407
==lgeo.include.brick.lg_2412b:433
==lgeo.include.brick.lg_2412b:510
==lgeo.include.brick.lg_2412b:536
==lgeo.include.brick.lg_3003:55
==lgeo.include.brick.lg_3003:76
==lgeo.include.brick.lg_3010:175
==lgeo.include.brick.lg_3010:196
==lgeo.include.brick.lg_3010:209
==lgeo.include.brick.lg_3010:230
==lgeo.include.brick.lg_3010:243
==lgeo.include.brick.lg_3010:86
==lgeo.include.brick.lg_3022:168
==lgeo.include.brick.lg_3022:223
==lgeo.include.brick.lg_3022:236
==lgeo.include.brick.lg_3022:79
            ),
            LG_CORNER_SPACE
        ),
        Cylinder(
            Vector(
                length*LG_BRICK_WIDTH-LG_CORNER_SPACE, (duplicate-code)
R:  1, 0: Similar lines in 9 files
==lgeo.include.brick.lg_2412b:454
==lgeo.include.brick.lg_2412b:470
==lgeo.include.brick.lg_2412b:486
==lgeo.include.brick.lg_2412b:502
==lgeo.include.brick.lg_3003:47
==lgeo.include.brick.lg_3003:68
==lgeo.include.brick.lg_3010:188
==lgeo.include.brick.lg_3010:222
==lgeo.include.brick.lg_3022:71
            ),
            LG_CORNER_SPACE
        ),
        Sphere(
            Vector(
                length*LG_BRICK_WIDTH-LG_CORNER_SPACE, (duplicate-code)
R:  1, 0: Similar lines in 2 files
==lgeo.include.brick.lg_2412b:699
==lgeo.include.brick.lg_3788:470
                    )
                )
            )
        ),
        Difference( (duplicate-code)
R:  1, 0: Similar lines in 2 files
==lgeo.include.brick.lg_2441:1792
==lgeo.include.brick.lg_3788:732
                        )
                    )
                )
            )
        ), (duplicate-code)
R:  1, 0: Similar lines in 3 files
==lgeo.include.brick.lg_2441:1547
==lgeo.include.brick.lg_2441:1603
==lgeo.include.brick.lg_3788:472
            )
        ),
        Difference(
            Box(
                Vector( (duplicate-code)
R:  1, 0: Similar lines in 2 files
==lgeo.include.brick.lg_2441:885
==lgeo.include.brick.lg_3788:561
                            -LG_PLATE_HEIGHT - LG_CORNER_SPACE
                        )
                    ),
                    Box(
                        Vector( (duplicate-code)
R:  1, 0: Similar lines in 2 files
==lgeo.include.brick.lg_2441:880
==lgeo.include.brick.lg_3788:544
                    -2 * LG_PLATE_HEIGHT
                ),
                Vector(
                    -LG_BRICK_WIDTH + LG_CORNER_SPACE,
                    LG_BRICK_WIDTH - LG_WALL_WIDTH, (duplicate-code)
R:  1, 0: Similar lines in 4 files
==lgeo.include.brick.lg_2441:652
==lgeo.include.brick.lg_2441:681
==lgeo.include.brick.lg_3788:59
==lgeo.include.brick.lg_3788:66
                    ),
                    Sphere(
                        Vector(
                            -LG_BRICK_WIDTH + LG_CORNER_SPACE,
                            2 * LG_BRICK_WIDTH - LG_CORNER_SPACE, (duplicate-code)
R:  1, 0: Similar lines in 8 files
==lgeo.include.brick.lg_2441:639
==lgeo.include.brick.lg_2441:668
==lgeo.include.brick.lg_2441:736
==lgeo.include.brick.lg_2441:749
==lgeo.include.brick.lg_2441:762
==lgeo.include.brick.lg_3788:113
==lgeo.include.brick.lg_3788:137
==lgeo.include.brick.lg_3788:173
            ),
            Cylinder(
                Vector(
                    -LG_BRICK_WIDTH + LG_CORNER_SPACE,
                    2 * LG_BRICK_WIDTH - LG_CORNER_SPACE, (duplicate-code)
R:  1, 0: Similar lines in 4 files
==lgeo.include.brick.lg_2441:323
==lgeo.include.brick.lg_3788:401
==lgeo.include.brick.lg_3788:457
==lgeo.include.brick.lg_3788:597
                    )
                )
            ),
            Box(
                Vector( (duplicate-code)
R:  1, 0: Similar lines in 3 files
==lgeo.include.brick.lg_2441:129
==lgeo.include.brick.lg_2441:192
==lgeo.include.brick.lg_3788:328
                            )
                        )
                    ),
                    Cylinder(
                        Vector(0, 0, 0), (duplicate-code)
R:  1, 0: Similar lines in 2 files
==lgeo.include.brick.lg_3003:101
==lgeo.include.brick.lg_3010:40
            Vector(
                LG_CORNER_SPACE,
                LG_CORNER_SPACE,
                LG_CORNER_SPACE
            ), (duplicate-code)
R:  1, 0: Similar lines in 5 files
==lgeo.include.brick.lg_2412b:304
==lgeo.include.brick.lg_3010:197
==lgeo.include.brick.lg_3010:210
==lgeo.include.brick.lg_3022:190
==lgeo.include.brick.lg_3022:203
            LG_CORNER_SPACE
        ),
        Cylinder(
            Vector(
                length*LG_BRICK_WIDTH-LG_CORNER_SPACE, (duplicate-code)
R:  1, 0: Similar lines in 3 files
==lgeo.include.brick.lg_2412b:90
==lgeo.include.brick.lg_3010:134
==lgeo.include.brick.lg_3022:127
            LG_CORNER_SPACE
        ),
        Sphere(
            Vector(
                LG_CORNER_SPACE, (duplicate-code)
R:  1, 0: Similar lines in 14 files
==lgeo.include.brick.lg_2412b:124
==lgeo.include.brick.lg_2412b:265
==lgeo.include.brick.lg_2412b:278
==lgeo.include.brick.lg_2412b:291
==lgeo.include.brick.lg_2412b:343
==lgeo.include.brick.lg_2412b:369
==lgeo.include.brick.lg_2412b:395
==lgeo.include.brick.lg_2412b:421
==lgeo.include.brick.lg_2412b:524
==lgeo.include.brick.lg_2412b:550
==lgeo.include.brick.lg_3010:142
==lgeo.include.brick.lg_3010:45
==lgeo.include.brick.lg_3022:114
==lgeo.include.brick.lg_3022:135
            LG_CORNER_SPACE
        ),
        Cylinder(
            Vector(
                LG_CORNER_SPACE, (duplicate-code)
R:  1, 0: Similar lines in 2 files
==lgeo.include.brick.lg_2412b:268
==lgeo.include.brick.lg_3022:109
            Vector(
                LG_CORNER_SPACE,
                LG_CORNER_SPACE,
                LG_PLATE_HEIGHT-LG_CORNER_SPACE
            ), (duplicate-code)
R:  1, 0: Similar lines in 9 files
==lgeo.include.brick.lg_2412b:116
==lgeo.include.brick.lg_2412b:137
==lgeo.include.brick.lg_2412b:447
==lgeo.include.brick.lg_2412b:463
==lgeo.include.brick.lg_2412b:479
==lgeo.include.brick.lg_2412b:495
==lgeo.include.brick.lg_3010:134
==lgeo.include.brick.lg_3022:127
==lgeo.include.brick.lg_3022:93
            LG_CORNER_SPACE
        ),
        Sphere(
            Vector(
                LG_CORNER_SPACE, (duplicate-code)
R:  1, 0: Similar lines in 2 files
==lgeo.include.brick.lg_2412b:307
==lgeo.include.brick.lg_3022:67
            Vector(
                length*LG_BRICK_WIDTH-LG_CORNER_SPACE,
                LG_CORNER_SPACE,
                LG_PLATE_HEIGHT-LG_CORNER_SPACE
            ), (duplicate-code)
R:  1, 0: Similar lines in 15 files
==lgeo.include.brick.lg_2412b:317
==lgeo.include.brick.lg_2412b:330
==lgeo.include.brick.lg_2412b:356
==lgeo.include.brick.lg_2412b:382
==lgeo.include.brick.lg_2412b:408
==lgeo.include.brick.lg_2412b:434
==lgeo.include.brick.lg_2412b:511
==lgeo.include.brick.lg_2412b:537
==lgeo.include.brick.lg_3010:197
==lgeo.include.brick.lg_3010:210
==lgeo.include.brick.lg_3010:66
==lgeo.include.brick.lg_3022:190
==lgeo.include.brick.lg_3022:203
==lgeo.include.brick.lg_3022:59
==lgeo.include.brick.lg_3022:80
            LG_CORNER_SPACE
        ),
        Cylinder(
            Vector(
                length*LG_BRICK_WIDTH-LG_CORNER_SPACE, (duplicate-code)
R:  1, 0: Similar lines in 9 files
==lgeo.include.brick.lg_2412b:455
==lgeo.include.brick.lg_2412b:471
==lgeo.include.brick.lg_2412b:487
==lgeo.include.brick.lg_2412b:503
==lgeo.include.brick.lg_3010:189
==lgeo.include.brick.lg_3010:58
==lgeo.include.brick.lg_3022:182
==lgeo.include.brick.lg_3022:51
==lgeo.include.brick.lg_3022:72
            LG_CORNER_SPACE
        ),
        Sphere(
            Vector(
                length*LG_BRICK_WIDTH-LG_CORNER_SPACE, (duplicate-code)
R:  1, 0: Similar lines in 2 files
==lgeo.include.brick.lg_3010:277
==lgeo.include.brick.lg_3022:270
                Box(
                    Vector(LG_CORNER_SPACE, 0, LG_CORNER_SPACE),
                    Vector(
                        length*LG_BRICK_WIDTH-LG_CORNER_SPACE,
                        width*LG_BRICK_WIDTH, (duplicate-code)
R:  1, 0: Similar lines in 2 files
==lgeo.include.brick.lg_3010:269
==lgeo.include.brick.lg_3022:262
                Box(
                    Vector(0, LG_CORNER_SPACE, LG_CORNER_SPACE),
                    Vector(
                        length*LG_BRICK_WIDTH,
                        width*LG_BRICK_WIDTH-LG_CORNER_SPACE, (duplicate-code)
R:  1, 0: Similar lines in 10 files
==lgeo.include.brick.lg_3010:175
==lgeo.include.brick.lg_3010:196
==lgeo.include.brick.lg_3010:209
==lgeo.include.brick.lg_3010:230
==lgeo.include.brick.lg_3010:243
==lgeo.include.brick.lg_3010:65
==lgeo.include.brick.lg_3010:86
==lgeo.include.brick.lg_3022:100
==lgeo.include.brick.lg_3022:113
==lgeo.include.brick.lg_3022:155
            ),
            LG_CORNER_SPACE
        ),
        Cylinder(
            Vector( (duplicate-code)
R:  1, 0: Similar lines in 6 files
==lgeo.include.brick.lg_3010:188
==lgeo.include.brick.lg_3010:222
==lgeo.include.brick.lg_3010:57
==lgeo.include.brick.lg_3010:78
==lgeo.include.brick.lg_3022:147
==lgeo.include.brick.lg_3022:92
            ),
            LG_CORNER_SPACE
        ),
        Sphere(
            Vector( (duplicate-code)
R:  1, 0: Similar lines in 80 files
==lgeo.include.brick.lg_2412b:123
==lgeo.include.brick.lg_2412b:144
==lgeo.include.brick.lg_2412b:165
==lgeo.include.brick.lg_2412b:178
==lgeo.include.brick.lg_2412b:199
==lgeo.include.brick.lg_2412b:212
==lgeo.include.brick.lg_2412b:225
==lgeo.include.brick.lg_2412b:238
==lgeo.include.brick.lg_2412b:251
==lgeo.include.brick.lg_2412b:264
==lgeo.include.brick.lg_2412b:277
==lgeo.include.brick.lg_2412b:290
==lgeo.include.brick.lg_2412b:303
==lgeo.include.brick.lg_2412b:316
==lgeo.include.brick.lg_2412b:329
==lgeo.include.brick.lg_2412b:342
==lgeo.include.brick.lg_2412b:355
==lgeo.include.brick.lg_2412b:368
==lgeo.include.brick.lg_2412b:381
==lgeo.include.brick.lg_2412b:394
==lgeo.include.brick.lg_2412b:407
==lgeo.include.brick.lg_2412b:420
==lgeo.include.brick.lg_2412b:433
==lgeo.include.brick.lg_2412b:510
==lgeo.include.brick.lg_2412b:523
==lgeo.include.brick.lg_2412b:536
==lgeo.include.brick.lg_2412b:549
==lgeo.include.brick.lg_2412b:55
==lgeo.include.brick.lg_2412b:76
==lgeo.include.brick.lg_2441:1259
==lgeo.include.brick.lg_2441:1272
==lgeo.include.brick.lg_2441:1285
==lgeo.include.brick.lg_2441:1298
==lgeo.include.brick.lg_2441:1311
==lgeo.include.brick.lg_2441:1324
==lgeo.include.brick.lg_2441:1337
==lgeo.include.brick.lg_2441:162
==lgeo.include.brick.lg_2441:222
==lgeo.include.brick.lg_2441:507
==lgeo.include.brick.lg_2441:520
==lgeo.include.brick.lg_2441:533
==lgeo.include.brick.lg_2441:546
==lgeo.include.brick.lg_2441:559
==lgeo.include.brick.lg_2441:572
==lgeo.include.brick.lg_2441:585
==lgeo.include.brick.lg_2441:598
==lgeo.include.brick.lg_2441:611
==lgeo.include.brick.lg_2441:624
==lgeo.include.brick.lg_2441:637
==lgeo.include.brick.lg_2441:666
==lgeo.include.brick.lg_2441:695
==lgeo.include.brick.lg_2441:708
==lgeo.include.brick.lg_2441:721
==lgeo.include.brick.lg_2441:734
==lgeo.include.brick.lg_2441:747
==lgeo.include.brick.lg_2441:760
==lgeo.include.brick.lg_2441:773
==lgeo.include.brick.lg_2441:786
==lgeo.include.brick.lg_2441:799
==lgeo.include.brick.lg_2441:812
==lgeo.include.brick.lg_2441:99
==lgeo.include.brick.lg_3003:55
==lgeo.include.brick.lg_3003:76
==lgeo.include.brick.lg_3003:97
==lgeo.include.brick.lg_3010:107
==lgeo.include.brick.lg_3010:120
==lgeo.include.brick.lg_3010:141
==lgeo.include.brick.lg_3010:162
==lgeo.include.brick.lg_3010:175
==lgeo.include.brick.lg_3010:230
==lgeo.include.brick.lg_3010:243
==lgeo.include.brick.lg_3010:44
==lgeo.include.brick.lg_3010:86
==lgeo.include.brick.lg_3022:100
==lgeo.include.brick.lg_3022:113
==lgeo.include.brick.lg_3022:155
==lgeo.include.brick.lg_3022:168
==lgeo.include.brick.lg_3022:223
==lgeo.include.brick.lg_3022:236
==lgeo.include.brick.lg_3022:79
                        ),
                        LG_CORNER_SPACE
                    ),
                    Cylinder(
                        Vector( (duplicate-code)
R:  1, 0: Similar lines in 40 files
==lgeo.include.brick.lg_2412b:115
==lgeo.include.brick.lg_2412b:136
==lgeo.include.brick.lg_2412b:157
==lgeo.include.brick.lg_2412b:191
==lgeo.include.brick.lg_2412b:446
==lgeo.include.brick.lg_2412b:454
==lgeo.include.brick.lg_2412b:462
==lgeo.include.brick.lg_2412b:47
==lgeo.include.brick.lg_2412b:470
==lgeo.include.brick.lg_2412b:478
==lgeo.include.brick.lg_2412b:486
==lgeo.include.brick.lg_2412b:494
==lgeo.include.brick.lg_2412b:502
==lgeo.include.brick.lg_2412b:68
==lgeo.include.brick.lg_2412b:89
==lgeo.include.brick.lg_2441:154
==lgeo.include.brick.lg_2441:451
==lgeo.include.brick.lg_2441:459
==lgeo.include.brick.lg_2441:467
==lgeo.include.brick.lg_2441:475
==lgeo.include.brick.lg_2441:483
==lgeo.include.brick.lg_2441:491
==lgeo.include.brick.lg_2441:499
==lgeo.include.brick.lg_2441:650
==lgeo.include.brick.lg_2441:658
==lgeo.include.brick.lg_2441:679
==lgeo.include.brick.lg_2441:687
==lgeo.include.brick.lg_2441:91
==lgeo.include.brick.lg_3003:47
==lgeo.include.brick.lg_3003:68
==lgeo.include.brick.lg_3003:89
==lgeo.include.brick.lg_3010:133
==lgeo.include.brick.lg_3010:154
==lgeo.include.brick.lg_3010:222
==lgeo.include.brick.lg_3010:78
==lgeo.include.brick.lg_3010:99
==lgeo.include.brick.lg_3022:147
==lgeo.include.brick.lg_3022:215
==lgeo.include.brick.lg_3022:71
==lgeo.include.brick.lg_3022:92
                        ),
                        LG_CORNER_SPACE
                    ),
                    Sphere(
                        Vector( (duplicate-code)
R:  1, 0: Similar lines in 3 files
==lgeo.include.brick.lg_3010:179
==lgeo.include.brick.lg_3010:69
==lgeo.include.brick.lg_3022:46
            Vector(
                length*LG_BRICK_WIDTH-LG_CORNER_SPACE,
                LG_CORNER_SPACE,
                LG_CORNER_SPACE
            ), (duplicate-code)
R:  1, 0: Similar lines in 2 files
==lgeo.include.brick.lg_2412b:601
==lgeo.include.common.brick_subparts:49
                Box(
                    Vector(LG_WALL_WIDTH, LG_WALL_WIDTH, -LG_CORNER_SPACE),
                    Vector(
                        length*LG_BRICK_WIDTH-LG_WALL_WIDTH,
                        width*LG_BRICK_WIDTH-LG_WALL_WIDTH, (duplicate-code)


Report
======
435 statements analysed.

Statistics by type
------------------

+---------+-------+-----------+-----------+------------+---------+
|type     |number |old number |difference |%documented |%badname |
+=========+=======+===========+===========+============+=========+
|module   |21     |NC         |NC         |100.00      |0.00     |
+---------+-------+-----------+-----------+------------+---------+
|class    |0      |NC         |NC         |0           |0        |
+---------+-------+-----------+-----------+------------+---------+
|method   |0      |NC         |NC         |0           |0        |
+---------+-------+-----------+-----------+------------+---------+
|function |19     |NC         |NC         |68.42       |10.53    |
+---------+-------+-----------+-----------+------------+---------+



External dependencies
---------------------
::

    lgeo 
      \-include 
      | \-brick 
      | | \-lg_2412b (lgeo.set.lg_10036_1_car)
      | | \-lg_2441 (lgeo.set.lg_10036_1_car)
      | | \-lg_3003 (lgeo.set.lg_10036_1_car)
      | | \-lg_3010 (lgeo.set.lg_10036_1_car)
      | | \-lg_3022 (lgeo.set.lg_10036_1_car)
      | \-common 
      |   \-brick_subparts (lgeo.include.brick.lg_3010,lgeo.include.brick.lg_3788,lgeo.include.brick.lg_3022)
      |   \-custom_macros (lgeo.set.lg_10036_1_car)
      |   \-lg_defs (lgeo.include.brick.lg_2412b,lgeo.include.brick.lg_3010,lgeo.include.common.brick_subparts,lgeo.include.brick.lg_3788,lgeo.include.brick.lg_2441,lgeo.include.brick.lg_3022)
      \-set 
        \-lg_10036_1_car (lgeo.lgeo_city)
    pov 
      \-atmeff 
      | \-SkySphere (lgeo.lgeo_city)
      \-basic 
      | \-Color (lgeo.lgeo_city,lgeo.include.common.lg_color)
      | \-SceneFile (lgeo.lgeo_city)
      | \-Vector (lgeo.lgeo_city,lgeo.include.common.custom_macros,lgeo.include.brick.lg_2412b,lgeo.include.brick.lg_3003,lgeo.include.brick.lg_3010,lgeo.include.common.brick_subparts,lgeo.include.brick.lg_3788,lgeo.include.brick.lg_2441,lgeo.include.common.lg_color,lgeo.include.brick.lg_3022)
      \-csg 
      | \-Difference (lgeo.include.brick.lg_2412b,lgeo.include.brick.lg_3010,lgeo.include.brick.lg_3003,lgeo.include.common.lg_defs,lgeo.include.brick.lg_3788,lgeo.include.brick.lg_2441,lgeo.include.brick.lg_3022)
      | \-Intersection (lgeo.include.common.lg_defs)
      | \-Merge (lgeo.include.common.lg_defs)
      | \-Union (lgeo.set.lg_10036_1_car,lgeo.include.brick.lg_2412b,lgeo.include.brick.lg_3010,lgeo.include.common.brick_subparts,lgeo.include.common.lg_defs,lgeo.include.brick.lg_3788,lgeo.include.brick.lg_2441,lgeo.include.brick.lg_3003,lgeo.include.brick.lg_3022)
      \-finite_solid 
      | \-Box (lgeo.include.brick.lg_2412b,lgeo.include.brick.lg_3010,lgeo.include.common.brick_subparts,lgeo.include.common.lg_defs,lgeo.include.brick.lg_3788,lgeo.include.brick.lg_2441,lgeo.include.brick.lg_3003,lgeo.include.brick.lg_3022)
      | \-Cylinder (lgeo.include.brick.lg_2412b,lgeo.include.brick.lg_3010,lgeo.include.brick.lg_3003,lgeo.include.common.lg_defs,lgeo.include.brick.lg_3788,lgeo.include.brick.lg_2441,lgeo.include.brick.lg_3022)
      | \-Sphere (lgeo.include.brick.lg_2412b,lgeo.include.brick.lg_3010,lgeo.include.brick.lg_3003,lgeo.include.common.lg_defs,lgeo.include.brick.lg_3788,lgeo.include.brick.lg_2441,lgeo.include.brick.lg_3022)
      | \-Torus (lgeo.include.brick.lg_2441,lgeo.include.common.lg_defs)
      \-global_settings 
      | \-GlobalSettings (lgeo.lgeo_city)
      \-infinite_solid 
      | \-Plane (lgeo.lgeo_city,lgeo.include.common.lg_defs)
      \-language_directive 
      | \-Version (lgeo.lgeo_city)
      \-object_modifier 
      | \-ClippedBy (lgeo.include.common.lg_defs)
      | \-Interior (lgeo.include.common.lg_color)
      | \-Matrix (lgeo.include.brick.lg_2441)
      | \-Rotate (lgeo.include.common.custom_macros,lgeo.include.brick.lg_2412b,lgeo.include.brick.lg_3010,lgeo.include.common.brick_subparts,lgeo.include.common.lg_defs,lgeo.include.brick.lg_3788,lgeo.include.brick.lg_2441,lgeo.include.brick.lg_3003,lgeo.include.brick.lg_3022)
      | \-Scale (lgeo.include.brick.lg_2441,lgeo.include.common.lg_defs)
      | \-Translate (lgeo.lgeo_city,lgeo.include.common.custom_macros,lgeo.include.brick.lg_2412b,lgeo.include.brick.lg_3010,lgeo.include.common.brick_subparts,lgeo.include.common.lg_defs,lgeo.include.brick.lg_3788,lgeo.include.brick.lg_2441,lgeo.include.brick.lg_3003,lgeo.include.brick.lg_3022)
      \-other 
      | \-Camera (lgeo.lgeo_city)
      | \-Comment (lgeo.set.lg_10036_1_car)
      | \-LightSource (lgeo.lgeo_city)
      | \-Object (lgeo.lgeo_city,lgeo.include.common.custom_macros,lgeo.include.brick.lg_3010,lgeo.include.common.brick_subparts,lgeo.include.common.lg_defs,lgeo.include.brick.lg_3788,lgeo.include.brick.lg_2441,lgeo.include.brick.lg_3003,lgeo.include.brick.lg_3022)
      \-texture 
        \-ColorMap (lgeo.lgeo_city)
        \-Finish (lgeo.include.common.lg_color)
        \-Irid (lgeo.include.common.lg_color)
        \-Pigment (lgeo.lgeo_city,lgeo.include.common.lg_color)
        \-Texture (lgeo.include.common.custom_macros,lgeo.include.common.lg_color)
        \-pattern 
          \-Gradient (lgeo.lgeo_city)



Raw metrics
-----------

+----------+-------+------+---------+-----------+
|type      |number |%     |previous |difference |
+==========+=======+======+=========+===========+
|code      |6887   |78.65 |NC       |NC         |
+----------+-------+------+---------+-----------+
|docstring |676    |7.72  |NC       |NC         |
+----------+-------+------+---------+-----------+
|comment   |871    |9.95  |NC       |NC         |
+----------+-------+------+---------+-----------+
|empty     |322    |3.68  |NC       |NC         |
+----------+-------+------+---------+-----------+



Duplication
-----------

+-------------------------+-------+---------+-----------+
|                         |now    |previous |difference |
+=========================+=======+=========+===========+
|nb duplicated lines      |2759   |NC       |NC         |
+-------------------------+-------+---------+-----------+
|percent duplicated lines |31.080 |NC       |NC         |
+-------------------------+-------+---------+-----------+



Messages by category
--------------------

+-----------+-------+---------+-----------+
|type       |number |previous |difference |
+===========+=======+=========+===========+
|convention |172    |NC       |NC         |
+-----------+-------+---------+-----------+
|refactor   |96     |NC       |NC         |
+-----------+-------+---------+-----------+
|warning    |253    |NC       |NC         |
+-----------+-------+---------+-----------+
|error      |19     |NC       |NC         |
+-----------+-------+---------+-----------+



% errors / warnings by module
-----------------------------

+----------------------------------+------+--------+---------+-----------+
|module                            |error |warning |refactor |convention |
+==================================+======+========+=========+===========+
|lgeo.include.common.lg_color      |78.95 |0.00    |0.00     |68.60      |
+----------------------------------+------+--------+---------+-----------+
|lgeo.include.common.lg_defs       |15.79 |3.56    |0.00     |16.28      |
+----------------------------------+------+--------+---------+-----------+
|lgeo.set.lg_10036_1_house         |5.26  |0.79    |0.00     |0.58       |
+----------------------------------+------+--------+---------+-----------+
|lgeo.set.lg_10036_1_car           |0.00  |67.19   |1.04     |3.49       |
+----------------------------------+------+--------+---------+-----------+
|lgeo.include.brick.lg_3003        |0.00  |25.30   |0.00     |0.00       |
+----------------------------------+------+--------+---------+-----------+
|lgeo.include.brick.lg_3010        |0.00  |0.79    |0.00     |0.58       |
+----------------------------------+------+--------+---------+-----------+
|lgeo.set.lg_10036_1_main          |0.00  |0.79    |0.00     |0.00       |
+----------------------------------+------+--------+---------+-----------+
|lgeo.include.brick.lg_2441        |0.00  |0.40    |0.00     |1.16       |
+----------------------------------+------+--------+---------+-----------+
|lgeo.include.brick.lg_3022        |0.00  |0.40    |0.00     |0.58       |
+----------------------------------+------+--------+---------+-----------+
